PDB	HS	Eelec	Evdw	BSA	Edesolv
3oha_1	-144.5353	-284.604	-58.6679	1696.96	-28.9466
2py7_1	-55.9348	-155.336	-45.6905	1578.28	20.8229
3h5y_1	-111.392382	-255.455	-54.8887	1445.71	-5.53137
3wa7_1	-111.25939	-209.671	-60.5317	1767.76	-8.79349
2ii0_1	-150.853665	-378.763	-58.6339	2086.66	-16.6223
1o6t_2	-37.0871	-256.992	-38.7375	1481.84	53.0488
4br2_1	-199.2049238	-498.521	-71.1497	2347.39	-28.3608
3qwv_1	-129.24753	-423.581	-38.5229	1638.68	-6.00843
4e2y_1	-117.98019	-346.91	-53.3375	2084.43	4.73931
3umj_1	-100.5657	-140.325	-52.1883	1519.07	-20.3124
2abs_1	-94.0486707	-69.9155	-57.0997	1806.95	-23.0599
4k8v_3	-105.5324	-473.157	-38.7777	1670.47	27.8767
4jxc_1	-49.9549	-166.197	-44.8205	1507.49	28.105
1rl9_1	-61.5547	-160.775	-45.5814	1630.59	16.1817
1upw_1	-88.66538787	-229.004	-39.1306	1279.56	-3.74262
1jgj_1	-60.64294	-10.9512	-40.1375	1365.97	-18.3152
1zi8_1	-100.3188	-212.981	-35.9988	1374.38	-21.7238
3bwu_3	-60.0361175	-194.446	-48.8324	1499.77	27.669
4lok_3	-75.707855	-137.047	-48.4361	1497.98	0.137645
1bhf_1	-125.3641	-266.61	-54.2056	1705.71	-17.8365
1rov_1	-72.5408262	-193.563	-57.9438	2074.67	24.0655
1tf5_1	-285.4366602	-750.97	-79.7215	2611.44	-55.5596
3maq_1	-101.6573456	-207.303	-60.9391	1949.68	0.71414
3s9z_1	-51.04606	-61.8608	-57.4365	1726.66	18.7626
3muo_1	-75.0572	-225.227	-50.307	1707.62	20.2952
1cgt_1	-103.75078	-59.0634	-51.5804	1374.32	-40.3577
2bhu_1	-81.7591189	-271.433	-47.8524	1781.33	20.3426
3fto_1	-51.6866	-166.041	-41.0899	1495.14	22.6115
3suw_1	-93.8672573	-216.921	-77.0776	1936.13	26.522
1hxj_2	-47.2407675	-113.313	-44.5369	1384.37	19.9187
3cw9_3	-79.60022	-116.342	-51.9886	1455.74	-4.34322
4pwz_2	-82.9126602	-239.513	-48.6796	1464.37	13.6405
2pb1_1	-28.33352	-62.1761	-36.5776	1225.21	20.6793
5bj4_2	-95.4723682	-358.303	-40.9028	1449.74	17.0601
2q9t_1	-81.88574	-64.4167	-44.0411	1285.94	-24.9613
3tx6_1	-80.4741	-217.256	-50.0556	1578.18	13.0327
3kk8_1	-188.11897	-477.91	-93.7488	2726.28	1.21183
4oaf_3	-91.477793	-228.27	-52.7225	1565.88	6.8158
4fij_1	-117.0492	-116.648	-75.1045	2022.18	-18.6151
1upk_1	-104.3947881	-382.495	-44.266	1820.91	16.2775
3wgj_1	-228.2432	-365.01	-88.4435	2517.95	-66.7977
4isa_1	-100.41856	-258.853	-43.3888	1384.07	-5.25916
2iyl_1	-109.828008	-333.922	-52.474	1786.55	9.15019
4ngd_1	-104.952078	-188.086	-48.5169	1842.82	-18.9471
1u4d_1	-129.966866	-405.817	-49.7352	1994.58	0.830972
3emv_3	-104.429	-193.86	-48.9126	1515.72	-16.7444
3i8s_4	-104.30663	-280.946	-43.1562	1459.83	-4.96123
3ryd_2	-108.738908	-174.172	-63.9316	1694.02	-10.0755
3ry9_3	-71.71403412	-55.6647	-52.576	1494.17	-8.00867
2z8m_2	-92.23362	-202.343	-53.9091	1323.56	2.14408
1a7t_1	-73.50013	-138.645	-55.0816	1372.12	9.31047
3ojm_2	-90.34894	-60.9277	-49.0062	1381.99	-29.1572
3ma9_2	-126.760983	-216.121	-72.6425	2273.7	-11.0667
3mvs_1	-144.4835	-254.213	-60.8643	2063.55	-32.7766
1ugn_1	-68.588464	-125.201	-50.0685	1474.16	6.37588
3zvd_1	-139.27349	-379.358	-59.0396	1777.12	-4.36229
4orz_2	-80.08524	-86.4062	-46.3557	1440.45	-16.4483
2hlv_2	-113.12898	-420.431	-30.9498	1463.83	1.90702
3gfl_2	-108.5474	-442.142	-44.3035	1758.58	24.1845
1r6c_1	-103.9987	-310.309	-45.5657	1320.08	3.6288
2axi_1	-110.27286	-345.397	-46.0751	1608.77	4.88164
4jhb_1	-104.710333	-223.199	-60.2877	1520.57	0.217167
3ner_1	-76.89081	-157.023	-53.9326	1474.54	8.44639
4jps_2	69.654314	-553.891	-57.1946	2726.56	55.5791
3zgz_1	-93.3267179	-140.198	-51.1167	1815.54	-14.2284
2nap_1	-150.8016	-263.412	-69.7914	2175.56	-28.3278
2d7d_1	-90.53554427	-255.523	-34.6575	1688.67	-4.78153
1ush_1	-67.6968159	-77.1075	-46.6231	1446.9	-5.71573
2owc_1	-116.0219892	-170.422	-77.4089	2287.6	-4.56507
3vvn_1	-99.725205	-28.4834	-43.1698	1421.96	-51.0278
3hu3_4	-104.3662	-223.8	-54.3338	1417.28	-5.2724
2gjr_1	-82.84129	-76.0384	-62.9114	1926.67	-4.72221
2yll_3	-88.288	-305.959	-51.1506	1476.95	24.0544
4azg_1	-133.107378	-229.395	-54.7204	1924.16	-32.5611
3hxy_1	-126.9381	-505.698	-54.9832	1734.99	29.1847
2xn8_1	-87.8026538	-239.005	-50.7568	1809.69	10.718
2wuu_1	-142.545185	-326.197	-61.2614	2302.88	-16.1475
4eqw_2	-75.0638	-410.789	-28.6937	1359.07	35.7877
4f83_1	-91.1475962	-173.083	-51.175	1737.23	-5.3807
4oi0_1	-79.458453	-142.525	-50.5164	1369.79	-0.585012
2yca_1	-76.144419	-160.821	-44.6752	1634.32	0.694981
2q8b_3	-66.6710128	-66.069	-49.3169	1475.64	-4.18738
1lq0_1	-96.677	-222.223	-66.8113	1828.08	14.5789
1vj1_1	-78.11308	-177.643	-47.519	1421.59	4.91752
3tyk_1	-111.20566	-209.733	-64.6735	1889.91	-4.58556
1k6x_2	-113.091813	-275.282	-68.1025	1985.71	9.92815
3brh_2	-114.457601	-403.841	-36.7523	1405.43	3.05804
5apr_2	-79.07557	-217.22	-45.5537	1414.05	9.92213
1qdr_1	-137.5122161	-305.143	-58.3694	1523.9	-18.1305
1gfs_2	-65.2976	-173.453	-46.1221	1400.4	15.5151
4kt8_2	-107.6177031	-193.757	-36.506	1348.48	-32.3832
1t80_1	-120.7352	-211.515	-65.3905	2134.62	-13.0417
3v3e_1	-163.8714767	-357.788	-53.0681	1805.05	-39.2498
1hqo_2	-133.1761656	-138.787	-57.2777	1824.31	-48.2004
1gs5_2	-94.3703	-304.148	-49.8702	1825.39	16.3295
2br6_1	-118.0637107	-409.872	-39.6545	1523.26	3.47729
2fem_1	-104.0383378	-102.768	-54.4771	1460.99	-29.0198
4k4o_1	-91.7511589	-204.562	-40.891	1303.48	-9.96734
3pxh_1	-129.11768	-395.075	-58.669	1842.58	8.56632
3mwl_2	-97.3921	-397.135	-16.6007	1435.37	47.7302
3vz7_1	-89.6307	-77.2035	-58.8877	1578	-15.3023
1t9z_1	-90.20234	-164.438	-50.529	1482.34	-6.78574
8dfr_1	-120.604	-253.221	-56.3631	1528.18	-13.5967
4kb2_1	-177.9165	-808.098	-31.6647	1676.98	15.3678
4fqa_1	-91.5704	-174.757	-45.3544	1267.11	-11.2646
1oj6_3	-84.82039	-191.232	-41.4847	1337.16	-5.08929
2gkn_1	-70.81464	-165.344	-35.6965	1369.86	-2.04934
2uv3_2	-76.01149	-56.1059	-60.8972	1449.28	-3.89311
1h10_1	-64.4663	-77.1125	-51.108	1699.69	2.0642
2hts_1	-137.5271373	-195.915	-72.2387	1841.75	-26.1212
4j7j_2	-66.2251869	-129.162	-45.6716	1303.09	5.22327
3ugj_1	-126.6006306	-233.889	-65.6424	2431.73	-14.2633
3w3w_1	-137.73137	-191.496	-58.3497	1734.19	-42.1157
1h3n_2	-68.7495	-343.872	-52.2615	1868.16	52.2864
1qgr_1	-186.8893024	-584.648	-60.5466	2625.31	-9.43029
3w3g_2	-49.4640093	-313.2	-25.8776	1415.13	38.9665
3rgz_2	-53.8426	-133.962	-54.2094	1614.55	27.1592
1x1j_1	-72.9482	-104.314	-54.1365	1645.02	2.0511
1ovt_1	-66.22096	-172.53	-40.7659	1493.24	9.05094
1trk_2	-89.0534	-368.399	-40.2209	1304.2	24.8473
1k9d_2	-105.7820708	-319.759	-54.3643	1678.99	12.4496
4mj4_1	-119.6993148	-278.597	-82.1364	2578.72	18.0928
4bb9_1	-115.6947685	-153.398	-49.8247	1695.77	-35.2034
2hs3_1	-170.8757	-395.358	-62.699	2351.2	-29.1051
4hox_1	-147.256	-320.99	-50.9115	1649.26	-32.1465
2xfy_1	-68.5843	-81.686	-41.493	1358.07	-10.7541
3a09_1	-65.6617	-213.536	-41.0616	1467.09	18.1071
3vle_2	-102.280541	-106.756	-51.6361	1470.78	-29.566
3cx4_1	-145.96221	-444.45	-61.9878	1833.36	4.91559
1owo_1	-96.55833	-175.307	-55.8259	1702.33	-5.67103
3u0b_2	-67.0579005	-230.266	-43.1392	1570.87	22.1021
1dfa_2	-148.94887	-533.266	-50.0927	2068.24	7.52829
2v8d_2	-114.8223	-374.477	-62.6857	2237.67	22.7588
3eqa_1	-82.15320046	-137.159	-54.7571	1797.96	0.03569954
3pdn_1	-126.3228	-313.146	-74.7545	2207.83	11.0609
2o15_1	-117.711	-202.076	-50.8346	1743.97	-26.4612
2gga_1	-55.1421	-142.583	-52.6594	1359.41	26.0339
3n7l_1	-103.8838133	-277.38	-62.7298	1803.37	14.2926
4lhm_2	-104.37588	-263.684	-55.8419	1873.07	4.20282
1jbv_1	-92.926591	-249.791	-47.3579	1591.64	4.25881
4n80_2	-95.6747	-121.035	-52.8939	1536.88	-18.5738
1tq4_1	-104.5597225	-252.185	-66.4455	1798.25	12.309
1kk0_1	-85.7207531	-129.502	-47.7506	1472.6	-12.1224
3zxp_1	-122.2445537	-594.087	-37.9983	2037.47	34.5312
1s1f_1	-97.7360695	-243.728	-41.82	1514.57	-7.18731
4m8i_1	-199.4659	-339.928	-98.0884	2613.21	-33.3919
2wjw_2	-57.9409432	-225.811	-39.8565	1441.8	27.0135
4ilg_2	-119.0632962	-106.601	-92.2811	2256.55	-5.47916
2vap_1	-46.1518	-304.901	-50.4658	1723.95	65.2942
2xzg_1	-95.61058	-86.3395	-71.951	1657.45	-6.39168
3q1c_1	-87.6075876	-94.7125	-63.2074	1385.36	-5.5252
2b9j_1	-92.61433557	-270.968	-44.3393	1591.89	5.91033
2q0f_1	-91.819198	-210.785	-39.2812	1414.46	-10.4927
2apc_1	-93.30155	-264.31	-40.0598	1585.92	-0.37975
3te9_2	-77.3685872	-116.599	-37.3233	1352.91	-16.7561
4e2k_1	-118.2119	-270.863	-49.1071	1412.55	-14.9322
2yzm_3	-148.9238	-238.183	-89.7421	2387.77	-11.5451
1z3c_1	-85.7131	-333.108	-46.7865	1668.35	27.695
2g1p_1	-91.776184	-150.079	-49.5079	1454.75	-12.3714
1h6t_1	-147.3419	-591.353	-47.2138	1919.22	18.1425
3qvf_2	-146.26	-206.439	-76.0317	2052.73	-28.9405
3e9o_1	-58.9309	-178.196	-50.935	1445.23	27.6433
2gx6_1	-86.56013	-293.806	-30.2308	1352.61	2.43187
2j6r_2	-80.911812	-193.62	-43.4156	1513.37	1.10714
1kqy_1	-50.9438	-129.299	-44.0734	1523.61	18.9894
2vnj_1	-131.0428	-296.626	-37.7818	1432.3	-33.9358
2px8_1	-87.3695	-343.974	-52.8271	1907.71	34.2524
2bjw_1	-205.6668161	-752.163	-62.569	2372.5	7.26107
3add_2	-83.3612	-377.487	-46.3017	1802.7	38.4379
2jc5_1	-95.9304	-490.407	-41.4443	1800.8	43.5953
3lnt_2	-113.92783	-289.792	-54.2764	1484.07	-1.69303
4o7x_1	-85.5652606	-184.488	-66.9752	1793.29	18.2901
1udh_1	-66.69554	-59.1612	-44.8186	1410.69	-10.0447
3abd_4	-108.8489165	-225.346	-46.1652	1357.94	-17.6694
1mix_1	-151.7045	-192.468	-88.4004	1768	-24.8105
1jzo_2	-112.0336	-428.375	-39.151	1437.18	12.7924
2x1j_2	-101.1702183	-140.116	-58.1928	1246.03	-15.0224
1go4_8	-68.66436	-122.246	-52.0056	1437.47	7.79044
2fc0_1	-108.3499	-136.804	-41.494	1392.99	-39.4951
3nef_2	-117.0586268	-104.7	-69.9428	1791.87	-26.2398
1m4k_1	-112.1621	-190.673	-62.1301	1740.74	-11.8974
1qnt_1	-64.2938414	-69.0001	-60.6346	1320.95	10.1303
1bgc_1	-71.06505	-164.884	-31.5898	1264.88	-6.49845
4a02_1	-56.38759	-58.4181	-52.9663	1274.89	8.26233
2fqt_2	-98.58	-251.434	-38.0785	1372.02	-10.2147
1o7u_1	-106.53787	-350.758	-37.4418	1300.7	1.05553
3tld_1	-135.5214527	-389.246	-56.2254	1939.1	-1.46762
4j3e_1	-74.23866	-99.1253	-42.8147	1273.16	-11.5989
4f3t_1	-88.075012	-270.753	-34.8237	1618.83	0.231068
3sae_1	-99.4709561	-339.506	-50.0556	1616	18.4617
2nut_1	-94.446503	-247.244	-71.5884	2202.05	26.0364
3wnk_1	-195.199	-271.755	-113.382	3133.9	-27.466
2xs1_4	-76.00378	-175.347	-33.7954	1368.06	-7.13898
3s3s_2	-106.284459	-328.768	-58.3648	2002.84	17.3019
3ur3_1	-106.632744	-334.442	-46.9611	1635.44	6.48391
3tsp_1	-75.73971	-159.771	-45.8827	1355.57	2.09719
3ffe_1	-88.2631108	-235.014	-53.6781	1832.01	12.3973
1t1u_1	-106.7333	-109.591	-60.9678	2041.98	-23.8473
3ogz_3	-154.539343	-188.109	-58.9261	1829.29	-58.1074
2hcn_1	-182.260418	-510.575	-69.2769	2203.28	-11.2662
1n8y_1	-138.612124	-287.627	-52.3339	1808.68	-29.1472
2j6h_2	-87.94484	-264.767	-36.7814	1609.68	1.78996
3ozo_2	-89.2138	-533.84	-54.4111	2019.35	71.9653
4m4p_1	-143.7811614	-409.087	-84.8501	2715.63	22.8322
4dgx_1	-150.639658	-391.583	-50.5986	2097.33	-22.0968
2r0c_1	-93.211643	-207.852	-41.2102	1420.87	-10.539
4h1y_2	-71.9237	-257.999	-34.7717	1465.01	14.4478
4hmc_2	-99.8933	-184.712	-74.6431	1992.43	11.6922
2eo7_1	-48.4225	-127.585	-34.7294	1395.22	11.8239
1t94_1	-149.18623	-609.051	-88.0049	2665.47	58.2484
4j0u_1	-169.3110137	-716.649	-32.7096	1655.72	6.63643
3cdu_1	-149.91332	-41.9771	-61.4413	1377.84	-80.0766
1ygb_2	-166.1240245	-460.216	-63.4382	2089.11	-10.654
2zfn_2	-77.47847778	-204.648	-48.4243	1568.96	11.8674
1e1l_1	-69.73721	-109.239	-49.9786	1369.66	2.08919
4k11_1	-111.0574	-367.019	-48.8705	1755.04	11.2169
2wxy_1	-96.082267	-87.6754	-58.3783	1584.7	-20.7364
3gzc_2	-103.973743	-171.294	-41.9069	1378.03	-27.8304
3zkp_1	-99.7172	-329.025	-47.1552	1522.13	13.243
3zu3_2	-144.7327	-453.845	-38.4356	1431.69	-15.5281
3a4g_1	-158.545	-309.311	-71.1183	2396.98	-25.5645
4j5l_2	-57.13373816	-138.859	-40.6109	1307.52	11.2428
3v4x_3	-77.24232	-211.321	-44.0196	1441.66	9.04148
3tel_1	-90.91164	-188.031	-45.1176	1433.84	-8.18784
3f98_3	-97.66626	-61.9313	-65.5114	1788.92	-19.7686
1rq2_2	-129.331543	-322.288	-63.4443	1542.34	-1.5369
3sm8_1	-106.35376	-263.913	-55.9846	1759.43	2.41344
4k9r_1	-105.3069	-214.914	-49.0148	1363.53	-13.3093
4ffp_1	-92.4410865	-322.786	-56.8548	2048.71	28.8953
4jhx_4	-91.9999	-242.189	-64.8157	1953.03	21.2536
1z1l_1	-94.6638489	-335.23	-52.6288	2025.62	24.9644
3s1z_3	-64.372	-143.079	-51.3314	1356.96	15.5752
1in4_1	-129.2525788	-506.302	-61.2285	2392.04	33.2223
1rje_2	-103.0484	-456.945	-49.6745	1732.37	38.0151
3vro_2	-78.603064	-179.149	-48.4777	1779.16	5.56142
3ujk_2	-151.111282	-209.813	-65.0827	1903.89	-44.2121
2z43_1	-240.0883886	-351.018	-103.973	2766.67	-65.9258
2yxn_2	-109.19875	-279.006	-58.1625	1761.35	4.76495
2zoc_1	-93.6167	-187.715	-37.2832	1348.5	-18.7905
4eu0_1	-71.5004981	-138.935	-55.7979	1649.69	12.0425
3rr2_2	-119.722208	-5.61568	-65.1182	1478.3	-53.5837
2fp4_2	-101.0057	-138.991	-51.364	1543.16	-21.8435
1tfr_1	-154.752093	-327.204	-60.6168	1791.62	-28.8395
3elw_1	-66.69473	-47.2053	-51.11	1296.08	-6.14367
4ksj_1	-144.1194736	-510.199	-67.4248	2161.06	25.3357
1xub_2	-90.06499	-205.079	-52.2661	1617.31	3.21691
1dp2_1	-81.25036	-170.643	-42.7416	1501.45	-4.38016
4iya_1	-95.15819	-186.269	-61.9388	1531.18	4.03441
2qcs_4	-41.21402	-61.7011	-45.9524	1222.76	17.0786
2hk5_1	-119.80767	-362.348	-42.5369	1647.23	-4.80117
3evc_1	-124.7236	-592.89	-37.8418	1851.19	31.6962
4fb7_1	-88.55206	-173.063	-51.0935	1534.31	-2.84596
1qd5_1	-104.93727	-4.81335	-54.9322	1679.14	-49.0424
1flj_1	-83.44048	-134.985	-50.2987	1432.05	-6.14478
2ouk_2	-84.6125	-131.976	-35.7994	1438.14	-22.4179
3l0j_1	-86.94232	-72.3051	-53.3055	1361.89	-19.1758
2jhd_1	-92.40196	-97.6128	-58.3177	1652.35	-14.5617
1s4q_1	-94.8948	-58.9845	-65.2701	1635.03	-17.8278
1og1_1	-75.9379	-204.734	-46.3913	1507.31	11.4002
3iid_1	-98.78536	-192.249	-53.0034	1748.66	-7.33216
3w41_1	-111.4662	-482.377	-25.7192	1444.96	10.7284
3gxb_1	-80.14518	-155.313	-51.6957	1448.02	2.61312
3bod_1	-79.92533	-153.131	-46.1128	1339.75	-3.18633
1br9_2	-80.26331	-132.944	-55.953	1543.02	2.27849
3vvx_2	-100.56587	-280.497	-39.2248	1489.89	-5.24167
5ukd_1	-81.2921	-174.574	-40.8634	1377.38	-5.5139
3smj_2	-74.03126	-62.5502	-58.6027	1341.02	-2.91852
3s0y_3	-87.1417	-232.874	-60.946	1815.54	20.3791
1w24_2	-105.4243	-192.501	-63.3829	1659.1	-3.5412
3me9_3	-118.4179	-213.134	-48.1513	1542.41	-27.6398
3o2y_1	-119.6542	-411.283	-50.9186	1778.12	13.521
3rfn_1	-171.64875	-578.224	-60.4118	2060.43	4.40785
1j74_1	-94.37594	-239.451	-51.0635	1542.34	4.57776
2d5a_2	-112.4246	-251.758	-44.6626	1315.55	-17.4104
2e56_1	-111.18	-332.748	-59.8535	1780.27	15.2231
2end_1	-89.7529	-219.004	-30.3872	1321.81	-15.5649
3mo8_1	-123.1062	-331.337	-51.6686	1732.59	-5.1702
3cyr_1	-73.74431	-248.497	-22.7033	1207.94	-1.34161
2v87_3	-81.35587	-186.152	-47.8729	1423.06	3.74743
1ofe_2	103.439831	-425.657	-8.94555	1415.04	197.163
2x2j_1	-68.729	-150.116	-50.1216	1706.87	11.4158
3swr_1	55.137046	-348.258	-41.6115	1814.3	166.019
2vca_1	-95.7815	-404.328	-65.75	2491.37	50.8341
2fsi_2	-225.40814	-241.827	-73.8671	2387.66	-103.265
2ok5_1	-54.309324	-422.952	-44.9206	1830.05	75.0139
3udf_2	-118.14595	-223.665	-51.5719	1657.34	-22.0301
1cb8_1	-110.60505	-347.396	-39.3952	1568.47	-1.73065
3lfu_1	-202.461974	-328.4	-111.261	3179.29	-26.0702
2xzo_1	-132.237181	-183.75	-61.0291	2084.37	-34.6124
4alf_1	-106.62271	-188.539	-59.3647	1627.52	-9.55021
4eql_2	-111.416405	-353.834	-61.3392	2207.32	20.2419
3bul_1	-161.2612	-527.59	-77.5653	3140.61	21.8221
2bce_1	-74.649902	-100.559	-64.189	1894.27	9.52057
3hww_4	-76.7282155	-69.4016	-50.2487	1609.49	-12.6511
3b0y_1	-195.3218	-518.216	-137.044	3964.19	45.3654
2hhp_1	-75.849882	-309.378	-34.2359	1495.75	20.0924
1st8_1	-74.53088	-89.1169	-43.5062	1613.91	-13.2013
2apg_2	-124.0599	-387.257	-61.2631	2013.91	14.6546
1jgt_2	-89.440597	-110.569	-53.9681	1402.13	-13.4905
1woy_1	-170.1028	-454.973	-67.9048	2129.95	-11.2034
4b8o_2	-55.04211	-97.9403	-44.3472	1338.54	8.89315
3upo_1	-160.5098435	-332.204	-76.6584	1943.72	-17.4972
4akl_1	-158.0324629	-207.276	-83.0883	2203.13	-33.5315
3ibd_1	-109.3121	-386.008	-51.0357	1799.62	18.9252
2nnj_1	-69.7499	-211.064	-38.4134	1481.23	10.8763
2wn4_1	-101.1055368	-379.934	-40.9721	1536.23	15.8246
3roi_1	-128.71589	-269.622	-70.0522	2267	-4.73929
4dcs_1	-196.738803	-533.337	-76.7083	2493.99	-13.6931
3om2_1	-72.2183	-291.177	-31.1307	1517.09	17.1478
2o9t_1	-96.4405	-168.796	-45.7973	1311.49	-16.884
3cpj_2	-112.304	-181.038	-48.7176	1459.92	-27.3788
4iqp_1	-62.8198	-106.963	-55.1055	1446.52	13.6783
3szy_1	-112.21468	-335.993	-41.3118	1787.89	-3.70428
3c10_1	-91.2546991	-157.374	-49.8558	1807.1	-9.95497
4j34_1	-113.6166	-200.552	-55.5705	1310.33	-17.9357
3ugu_1	-138.4544131	-421.307	-62.5112	2163.99	8.28154
2zbz_1	-109.5325	-483.101	-32.2304	1579.45	19.3181
2zzr_2	-104.84839	-251.351	-46.8292	1641.06	-7.74899
3v55_3	-99.5071136	-330.466	-27.631	1566.23	-5.82858
4gq1_2	-74.03549	-77.4394	-59.3649	1535.44	-1.03728
2dcf_2	-79.98836988	-185.793	-43.0884	1400.31	0.248791
4dlk_2	-96.1725	-265.885	-55.8236	1525.69	12.8281
3h4s_2	-129.012636	-366.191	-70.6696	1908.84	14.593
2zul_1	-104.2565	-190.358	-48.8165	1467.48	-17.3684
1hiz_1	-78.9816	-212.951	-75.7839	1962.76	39.3925
3ina_2	-74.42772	-164.315	-48.7005	1378.05	7.13578
3nmx_1	-161.2944054	-389.862	-62.3459	2086.47	-21.0425
4mwh_1	-114.5982	-297.141	-70.8896	2472.21	15.7196
3vid_1	-88.4372753	-316.82	-40.3904	1618.04	15.3064
2qtf_1	-119.180023	-320.733	-53.4748	1919.91	-2.07528
4b3x_1	-135.1962	-167.487	-75.7689	2155.6	-25.9299
3zy4_2	-79.6217	-271.847	-37.6923	1509.17	12.236
3cml_1	-76.7083359	-277.262	-48.9923	1713.63	27.6455
1x19_2	-104.0105	-53.322	-67.2806	1752.71	-26.0655
2waz_1	-203.3704841	-341.315	-123.918	3236.94	-11.197
1oxs_1	-93.46483	-195.063	-46.6778	1375.97	-7.77443
4irk_1	-109.7453	-131.59	-39.1939	1456.96	-44.2334
1uim_2	-84.80489	-192.48	-45.077	1586.92	-1.23189
4hdm_2	-110.9033995	-243.782	-60.5394	1942.25	-1.65187
1yfq_1	-115.55897	-317.437	-61.8622	2100.77	9.79063
4gvg_2	-89.925246	-235.905	-51.2433	1522.36	8.33596
2pjj_1	-100.67173	-208.214	-52.2521	1531.63	-6.77683
1qnp_1	-32.4769	-35.2055	-51.6651	1533.58	26.2293
4jbl_2	-92.83408	-54.4524	-54.931	1717.61	-27.0126
1tr9_1	-119.75115	-292.84	-57.0321	1632.91	-4.15105
1ni9_2	-80.45262	-108.573	-51.902	1459.46	-7.51183
3cv0_1	-148.615087	-224.175	-67.4821	1648.05	-36.4549
2hv6_5	-116.71279	-389.327	-50.5843	1523.14	11.7131
3b7z_1	-66.9156	-412.689	-42.5029	1738.31	19.7434
4ho1_2	-85.1054	-103.679	-46.8864	1342.21	-17.4832
1pda_2	-111.8032003	-234.469	-59.1668	1693.82	-5.79773
2xuz_1	-98.442689	-265.54	-45.6885	1512.45	0.353811
1fts_1	-135.6615	-245.335	-47.074	1457.91	-39.5205
4kkv_1	-148.1162561	-550.103	-70.6667	2359.81	32.5591
4i6b_1	-149.960367	-627.748	-25.3469	1923.19	0.936133
3dxf_1	-85.115579	-138.167	-44.991	1286.37	-12.545
1zy5_2	-116.881465	-411.48	-64.9936	2124.03	30.1813
2h26_2	-86.06774	-172.11	-58.16	1488.52	6.51426
4at3_1	-132.884046	-262.206	-72.7864	1852.28	-7.83844
4dlc_2	-115.2366739	-305.696	-72.6374	2046.58	18.5101
4gsj_2	-106.6925969	-266.235	-44.3855	1734.51	-9.10071
1xmj_1	-99.5197192	-338.753	-58.5561	1699.13	26.6955
2zxl_2	-146.1595981	-368.923	-72.0604	2291.71	-0.363387
2vfb_1	-117.312	-193.742	-59.5886	1946.29	-18.975
1zar_1	-96.929691	-174.638	-62.5544	1749.13	0.394161
3p8z_1	-107.80479	-333.299	-31.3132	1547.77	-9.83179
3fuu_1	-80.86193	-244.894	-34.5176	1414.92	2.63447
1fid_1	-84.8255	-37.344	-58.8812	1342.56	-18.4755
4fok_1	-106.8284	-144.687	-59.0669	1700.88	-18.8241
4afa_3	-105.4753	-176.382	-53.329	1422.49	-16.8699
2ix2_1	-39.160029	-100.463	-41.5683	1292.67	22.3463
1q0s_1	-73.92797	-113.786	-43.0078	1292.84	-8.16297
1ztf_1	-206.2366	-819.147	-60.9246	2222.88	18.5174
2v3j_1	-103.9742816	-276.776	-38.4826	1426.15	-10.1796
3oqi_1	-112.2788	-477.381	-46.2657	1670.18	29.4631
5csm_2	-84.5068002	-240.067	-38.7797	1638.14	2.23073
4gz2_1	-112.42696	-400.543	-39.0889	1397.78	6.77054
2duo_2	-93.4935781	-278.864	-51.6396	1536.63	13.856
3o3f_2	-79.07474	-261.12	-28.5305	1338.22	1.67976
4otv_2	-198.8421	-260.984	-121.238	2664.17	-25.4073
3f7d_1	-97.162131	-250.577	-48.6636	1484.25	1.60675
1cns_1	-60.2866	-135.978	-51.4799	1336.55	18.3889
3vzx_3	-107.1743	-352.197	-60.1522	1683.45	23.4173
3bvs_1	-128.3525	-558.675	-33.1438	1545.66	16.5263
3t9l_1	-122.7631	-207.393	-61.3106	1708.09	-19.9739
2vcl_1	-95.36426474	-374.049	-47.3651	1385.62	26.8019
1k7c_1	-85.65171	-272.825	-32.3445	1396.62	1.25779
3rqr_1	-119.9555082	-417.528	-49.2231	1552.4	12.7296
4f8q_2	-62.760009	-123.177	-47.2982	1510.16	9.06113
1l2e_1	-78.3884	-134.004	-49.7531	1317.75	-1.8345
2dfh_1	-89.1421	-459.432	-33.0941	1560.4	35.8384
3b8z_1	-105.79209	-391.179	-37.1663	1543.84	9.61001
3qps_2	-142.1814	-236.148	-66.411	2034.16	-28.5408
1g9q_3	-105.5629158	-368.351	-40.6592	1567.69	8.70015
3umh_1	-121.37869	-299.376	-57.0804	2210.58	-4.42309
3shv_2	-62.6614	-263.638	-28.502	1282.31	18.5682
1j53_1	-91.24977	-184.177	-59.742	1569.95	5.32763
3kq0_1	-73.41334	-59.1762	-46.1875	1387.88	-15.3906
2zpc_1	-98.24921	-288.815	-48.7161	1386.61	8.22989
3myi_1	-180.930506	-559.706	-62.181	2047.41	-7.46153
2y2b_1	-81.9266	-193.932	-56.0299	1459.6	12.8897
2wo2_2	-78.74843	-195.168	-38.5407	1368.61	-1.17413
3o34_1	-64.775488	-166.381	-38.16	1205.88	6.49333
2hb5_1	-127.6785876	-260.704	-54.521	1389.58	-21.0249
4km0_1	-97.82637	-203.65	-51.0518	1658.14	-6.04457
4hj6_2	-81.8268	-139.345	-41.4765	1433.26	-12.4813
1roc_1	-102.66952	-271.051	-49.1489	1571.47	0.68958
